name,weightInGms,weight_category
"Lizol Disinfectant Surface & Floor Cleaner Liquid Pine",975,Low
"Philips Stellar Bright 16W Light Bulb",58,Low
"Airwick EverFresh Gel Bathroom Air Freshener - Lavender Dew",50,Low
"Origami Cups Plain 100 units",100,Low
"Airwick EverFresh Gel Bathroom Air Freshener - Citrus Splash",50,Low
"Ariel Matic Liquid Detergent Front Load",1000,Medium
"Om Bhakti Gangajal Packed At Gangotri",220,Low
"Odonil Air Freshner Lavender Meadows",75,Low
"Om Bhakti Haldi ",15,Low
"Cherry Blossom Wax Shoe Polish Dark Tan",40,Low
"Dabur Odomos Naturals Mosquito Repellant Gel",80,Low
"Shubh kart - Nirmal sugandhi mogra wet dhoop zipper 20 sticks",1160,Medium
"Lizol Disinfectant Surface & Floor Cleaner Liquid Floral",975,Low
"Om Bhakti Wick for Diya - Ghee Cotton Wicks Big ",30,Low
"Air Wick Room Air Freshener Spray - Lavender & Lotus",245,Low
"Scotch Brite Kitchen Sink Brush",58,Low
"Odonil Room Air Freshener Spray - Lavender Mist",137,Low
"Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Lavender Bloom",10,Low
"Origami Good Karma Paper Serviettes ",50,Low
"Scotch Magic Tape",58,Low
"Ambi Pur Car Freshener Gel - Relaxing Lavender",75,Low
"Origami Kitchen Towels 4 in 1 60 Pulls 2 Ply",58,Low
"Om Bhakti Wick for Diya - Ghee Cotton Wicks Small ",30,Low
"Chakaachak Super Strong Scrub",58,Low
"Nimyle Lemongrass Floor Cleaner",975,Low
"Oxi Green Floor Cleaner - Citrus ",1000,Medium
"Airwick Room Air Freshener Spray - Rose & Saffron",245,Low
"Origami Luxuria Kitchen Towel 300 Pulls Single",58,Low
"Philips EyePro 10.5W Light Bulb",58,Low
"Mangalam Camphor Tablet Jar",100,Low
"Chakaachak Super Sponge Wipes (Pack of 3)",174,Low
""Origami Good Karma Paper Serviettes - 100 napkins (1 ply)"""",58,Low
"Robin Dazzling Liquid Blue After Wash",200,Low
"Om Bhakti Camphor Big",40,Low
"Om Bhakti Wick for Diya - Cotton Long Batti ",75,Low
"Om Bhakti Camphor Small",25,Low
"Ariel Matic Top Load Detergent Washing Powder",2000,Medium
"Scotch Brite Multi-Purpose Sponge Wipes",580,Low
"Surabhi Pure Camphor",25,Low
"Lizol Double Concentrate Disinfectant Floor Cleaner Citrus",900,Low
"Chakaachak Floor Pocha Large",58,Low
"Ariel Matic Front Load Liquid Detergent",1000,Medium
"Harpic Power Fresh 6 Toilet Cleaner Rim Block Marine Splash",35,Low
"Chakaachak Dust Proof Broom",58,Low
"Om Bhakti Kumkum ",15,Low
"Apsara Non Dust Eraser",1160,Medium
"Chakaachak Power Scrub (Pack of 2)",116,Low
"Om Bhakti Wick for Diya - Vanaspati Ghee Cotton Wicks Small ",30,Low
"Whiskas Adult +1 year Salmon in Gravy",85,Low
"Origami Paper Party Plates",580,Low
"Gala Microfiber Multipurpose Cloth",58,Low
"Ariel Matic Front Load Detergent Powder",1000,Medium
"Vim Dishwash Bar",300,Low
"Dettol Effective Protection Antiseptic Liquid",250,Low
"Godrej Good Night Gold Flash Liquid Vapouriser",60,Low
"Rin Detergent Powder",1000,Medium
"Surf Excel Easy Wash Detergent Powder",1000,Medium
"Rin Detergent Bar",140,Low
"Odomos Mosquito Repellent Spray",100,Low
"Chakaachak Super Steel Scrubber",58,Low
"Scotch-Brite Scrub Sponge Ideal For Dishwash Liquid",116,Low
"Gala No Dust Broom",58,Low
"Chakaachak Eazo Grass Broom New ",58,Low
"Vim Dishwash Bar",600,Low
"Rin Fabric Whitener Detergent",500,Low
"Comfort After Wash Fabric Conditioner Lily Fresh ",860,Low
"Ujala Superme For Super Whiteness Of Clothes",75,Low
"Surf Excel Quick Wash",1000,Medium
"Scotch BOPP Packaging Tape",58,Low
"Origami Plates Plain",100,Low
"Epigamia Fruit Yogurt Alphonso Mango",75,Low
"Epigamia Fruit Yogurt Vanilla",75,Low
"Durex Air Ultra Thin Condoms",174,Low
"Durex Air Ultra Thin Condom",580,Low
"Dabur Regular Hajmola",120,Low
"Hajmola Anardana Digestive Tablets",120,Low
"Zandu Balm",8,Low
"Vicks Cough Drops Menthol",1160,Medium
"Durex Extra Time Condoms",580,Low
"Vicks Vaporub",25,Low
"Vicks VapoRub",50,Low
"Dabur Hajmola Imli Digestive Tablets",120,Low
"Dettol Antiseptic Liquid + Disinfectant Spray - Original",225,Low
"Iodex Body Pain Expert ",8,Low
"Patanjali Hing Goli",100,Low
"Moov Fast Pain Relief Cream",50,Low
"Savlon Surface Disinfectant Spray",170,Low
"Durex Extra Thin Condoms",580,Low
"Eno Fruit Salt Lemon Flavour Energy Powder",100,Low
"Moov Pain Relief Specialist Spray",35,Low
"Savlon Germ Protection Wipes",72,Low
"Durex Extra Ribbed Condoms",580,Low
"Eno Regular Fruit Salt Energy Powder",100,Low
"Durex Extra Thin Bubblegum Condom",580,Low
"Dabur Hajmola Pudina - Digestive Tablets",120,Low
"Baidyanath Isabgol",100,Low
"Kapiva Thar Aloe Vera Juice",1000,Medium
"Fine Life Cotton Balls",100,Low
"Moov Pain Releiver Spray",80,Low
"Durex Condoms Mutual Climax",174,Low
"Durex Extra Dots Condoms",580,Low
"Zandu Balm Ulter Power For Strong Headache Bodyache & Cold",8,Low
"Dabur Hajmola Maha Candy - Aam+Imli",130,Low
"Dabur Chyawanprakash - Sugar Free",900,Low
"Zandu Balm",25,Low
"Himalaya Cold Balm",45,Low
"Kapiva Wild Amla Juice",1000,Medium
"Dabur Chyawanprash",950,Low
"Amrutanjan Pain Balm Extra Power",28,Low
"Durex Mutual Climax Condoms",580,Low
"Moov Cream Regular",10,Low
"Moov Pain Relief Specialist",15,Low
"Dabur Chyawanprakash Sugar Free",500,Low
"Savlon Clothes Disinfectant & Refreshing Spray Fresh Breeze",230,Low
"Dabur Chyawanprash Immunity Booster",500,Low
"Vicks Inhaler with Keychain",116,Low
"Dabur Ayurvedic Tulsi Drops (Immunity Booster)",30,Low
"Organic India Wheat Grass",100,Low
"Organic India Organic Chyawanprash",500,Low
"Organic India Sugar Balance 60 Capsules Bottle",60,Low
"Dabur - Chyawanprash",250,Low
"Vicks BabyRub",25,Low
"Organic India Brahmi Bottle",60,Low
"Horlicks Protein Plus Chocolate",200,Low
"Dabur Nature Care Isabgol - Double Action",100,Low
"Kapiva Wild Tulsi Giloy Juice |",1000,Medium
"Dabur Amla Juice",1000,Medium
"Epigamia Fruit Yogurt Strawberry",75,Low
"Eno Cooling Sachets - Cool Mint, 6 Pieces Carton",5,Low
"Dabur Honitus Herbal Cough Remedy Ayurvedic Syrup",100,Low
"Fine Life Cotton Balls",50,Low
